market_title,city,target_date,strike_type,market_low_temp,market_high_temp,market_single_strike,yes_ask,no_ask,state_collected_at,actual_high_temperature,actual_low_temperature,market_result
"Will the **high temp in Philadelphia** be 88-89° on Jun 30, 2025?",Philadelphia,2025-06-30,between,88,89,,41.00,62.00,2025-06-29 21:01:12,94,76,NO
"Will the **high temp in Austin** be 94-95° on Jun 29, 2025?",Austin,2025-06-29,between,94,95,,58.00,44.00,2025-06-28 21:01:09,96,71,NO
"Will the high temp in Chicago be 95-96° on Jun 29, 2025?",Chicago,2025-06-29,between,95,96,,36.00,68.00,2025-06-28 21:01:10,94,73,NO
"Will the **high temp in Denver** be 86-87° on Jun 29, 2025?",Denver,2025-06-29,between,86,87,,43.00,62.00,2025-06-28 21:01:08,85,59,NO
"Will the **high temp in LA** be 73-74° on Jun 29, 2025?",Los Angeles,2025-06-29,between,73,74,,62.00,40.00,2025-06-28 21:01:08,71,61,NO
"Will the **high temp in Miami** be 90-91° on Jun 29, 2025?",Miami,2025-06-29,between,90,91,,49.00,52.00,2025-06-28 21:01:10,90,77,YES
"Will the **high temp in NYC** be 88-89° on Jun 29, 2025?",New York,2025-06-29,between,88,89,,44.00,58.00,2025-06-28 21:01:09,89,77,YES
"Will the **high temp in Philadelphia** be 91-92° on Jun 29, 2025?",Philadelphia,2025-06-29,between,91,92,,43.00,61.00,2025-06-28 21:01:10,93,76,NO
"Will the **high temp in Austin** be 95-96° on Jun 28, 2025?",Austin,2025-06-28,between,95,96,,50.00,56.00,2025-06-27 21:01:03,95,73,YES
"Will the high temp in Chicago be 87-88° on Jun 28, 2025?",Chicago,2025-06-28,between,87,88,,31.00,75.00,2025-06-27 21:01:05,90,68,NO
"Will the **high temp in Denver** be 93-94° on Jun 28, 2025?",Denver,2025-06-28,between,93,94,,54.00,52.00,2025-06-27 21:01:02,95,58,NO
"Will the **high temp in LA** be 73-74° on Jun 28, 2025?",Los Angeles,2025-06-28,between,73,74,,52.00,52.00,2025-06-27 21:01:02,74,62,YES
"Will the **high temp in Miami** be 89-90° on Jun 28, 2025?",Miami,2025-06-28,between,89,90,,63.00,41.00,2025-06-27 21:01:04,90,81,YES
"Will the **high temp in NYC** be 82-83° on Jun 28, 2025?",New York,2025-06-28,between,82,83,,39.00,65.00,2025-06-27 21:01:03,83,63,YES
"Will the **high temp in Philadelphia** be 89-90° on Jun 28, 2025?",Philadelphia,2025-06-28,between,89,90,,43.00,63.00,2025-06-27 21:01:04,88,64,NO
"Will the **high temp in Austin** be 94-95° on Jun 27, 2025?",Austin,2025-06-27,between,94,95,,45.00,60.00,2025-06-26 21:01:11,95,71,YES
"Will the high temp in Chicago be 88-89° on Jun 27, 2025?",Chicago,2025-06-27,between,88,89,,36.00,65.00,2025-06-26 21:01:12,91,77,NO
"Will the **high temp in Denver** be 91-92° on Jun 27, 2025?",Denver,2025-06-27,between,91,92,,52.00,54.00,2025-06-26 21:01:09,92,64,YES
"Will the **high temp in LA** be 73-74° on Jun 27, 2025?",Los Angeles,2025-06-27,between,73,74,,48.00,56.00,2025-06-26 21:01:10,73,63,YES
"Will the **high temp in Miami** be 90-91° on Jun 27, 2025?",Miami,2025-06-27,between,90,91,,50.00,55.00,2025-06-26 21:01:11,90,80,YES
"Will the **high temp in NYC** be 71-72° on Jun 27, 2025?",New York,2025-06-27,between,71,72,,40.00,65.00,2025-06-26 21:01:10,72,62,YES
"Will the **high temp in Philadelphia** be 72-73° on Jun 27, 2025?",Philadelphia,2025-06-27,between,72,73,,38.00,64.00,2025-06-26 21:01:12,74,64,NO
"Will the **high temp in Austin** be 92-93° on Jun 26, 2025?",Austin,2025-06-26,between,92,93,,37.00,67.00,2025-06-25 21:01:07,94,73,NO
"Will the high temp in Chicago be 92-93° on Jun 26, 2025?",Chicago,2025-06-26,between,92,93,,37.00,67.00,2025-06-25 21:01:08,94,75,NO
"Will the **high temp in Denver** be 86-87° on Jun 26, 2025?",Denver,2025-06-26,between,86,87,,44.00,59.00,2025-06-25 21:01:05,87,54,YES
"Will the **high temp in LA** be 72-73° on Jun 26, 2025?",Los Angeles,2025-06-26,between,72,73,,49.00,56.00,2025-06-25 21:01:06,72,62,YES
"Will the **high temp in Miami** be 88-89° on Jun 26, 2025?",Miami,2025-06-26,between,88,89,,47.00,55.00,2025-06-25 21:01:07,86,77,NO
"Will the **high temp in NYC** be <83° on Jun 26, 2025?",New York,2025-06-26,less,,83,,44.00,62.00,2025-06-25 21:01:06,89,67,NO
"Will the **high temp in Philadelphia** be 89-90° on Jun 26, 2025?",Philadelphia,2025-06-26,between,89,90,,42.00,63.00,2025-06-25 21:01:08,92,75,NO
"Will the **high temp in Austin** be 91-92° on Jun 25, 2025?",Austin,2025-06-25,between,91,92,,40.00,65.00,2025-06-24 21:01:13,94,71,NO
"Will the high temp in Chicago be >86° on Jun 25, 2025?",Chicago,2025-06-25,greater,,86,,41.00,62.00,2025-06-24 21:01:14,89,71,NO
"Will the **high temp in Denver** be <79° on Jun 25, 2025?",Denver,2025-06-25,less,,79,,61.00,47.00,2025-06-24 21:01:11,77,56,NO
"Will the **high temp in LA** be <72° on Jun 25, 2025?",Los Angeles,2025-06-25,less,,72,,47.00,59.00,2025-06-24 21:01:12,72,62,NO
"Will the **high temp in Miami** be 89-90° on Jun 25, 2025?",Miami,2025-06-25,between,89,90,,66.00,40.00,2025-06-24 21:01:13,88,74,NO
"Will the **high temp in NYC** be 94-95° on Jun 25, 2025?",New York,2025-06-25,between,94,95,,44.00,62.00,2025-06-24 21:01:12,96,81,NO
"Will the **high temp in Philadelphia** be 96-97° on Jun 25, 2025?",Philadelphia,2025-06-25,between,96,97,,43.00,63.00,2025-06-24 21:01:14,99,80,NO
"Will the **high temp in Austin** be 95-96° on Jun 24, 2025?",Austin,2025-06-24,between,95,96,,38.00,68.00,2025-06-23 21:01:12,95,70,YES
"Will the high temp in Chicago be 91-92° on Jun 24, 2025?",Chicago,2025-06-24,between,91,92,,36.00,66.00,2025-06-23 21:01:13,94,77,NO
"Will the **high temp in Denver** be 80-81° on Jun 24, 2025?",Denver,2025-06-24,between,80,81,,39.00,64.00,2025-06-23 21:01:10,80,58,YES
"Will the **high temp in LA** be 70-71° on Jun 24, 2025?",Los Angeles,2025-06-24,between,70,71,,41.00,63.00,2025-06-23 21:01:11,69,63,NO
"Will the **high temp in Miami** be 89-90° on Jun 24, 2025?",Miami,2025-06-24,between,89,90,,78.00,27.00,2025-06-23 21:01:12,91,74,NO
"Will the **high temp in NYC** be 100-101° on Jun 24, 2025?",New York,2025-06-24,between,100,101,,41.00,65.00,2025-06-23 21:01:11,99,81,NO
"Will the **high temp in Philadelphia** be 99-100° on Jun 24, 2025?",Philadelphia,2025-06-24,between,99,100,,42.00,64.00,2025-06-23 21:01:13,101,80,NO
"Will the **high temp in Austin** be 96-97° on Jun 23, 2025?",Austin,2025-06-23,between,96,97,,44.00,63.00,2025-06-22 21:01:09,97,76,YES
"Will the high temp in Chicago be 97-98° on Jun 23, 2025?",Chicago,2025-06-23,between,97,98,,48.00,58.00,2025-06-22 21:01:11,95,79,NO
"Will the **high temp in Denver** be 78-79° on Jun 23, 2025?",Denver,2025-06-23,between,78,79,,44.00,63.00,2025-06-22 21:01:08,78,52,YES
"Will the **high temp in LA** be 72-73° on Jun 23, 2025?",Los Angeles,2025-06-23,between,72,73,,50.00,55.00,2025-06-22 21:01:08,74,62,NO
"Will the **high temp in Miami** be 89-90° on Jun 23, 2025?",Miami,2025-06-23,between,89,90,,74.00,30.00,2025-06-22 21:01:10,90,81,YES
"Will the **high temp in NYC** be 94-95° on Jun 23, 2025?",New York,2025-06-23,between,94,95,,43.00,60.00,2025-06-22 21:01:09,96,80,NO
"Will the **high temp in Philadelphia** be 100-101° on Jun 23, 2025?",Philadelphia,2025-06-23,between,100,101,,53.00,54.00,2025-06-22 21:01:10,99,77,NO
"Will the **high temp in Austin** be 96-97° on Jun 22, 2025?",Austin,2025-06-22,between,96,97,,45.00,60.00,2025-06-21 21:01:18,96,74,YES
"Will the high temp in Chicago be 97-98° on Jun 22, 2025?",Chicago,2025-06-22,between,97,98,,48.00,59.00,2025-06-21 21:01:19,94,80,NO
"Will the **high temp in Denver** be 94-95° on Jun 22, 2025?",Denver,2025-06-22,between,94,95,,44.00,62.00,2025-06-21 21:01:17,93,58,NO
"Will the **high temp in LA** be 73-74° on Jun 22, 2025?",Los Angeles,2025-06-22,between,73,74,,51.00,54.00,2025-06-21 21:01:17,74,59,YES
"Will the **high temp in Miami** be 89-90° on Jun 22, 2025?",Miami,2025-06-22,between,89,90,,59.00,42.00,2025-06-21 21:01:19,89,78,YES
"Will the **high temp in NYC** be 93-94° on Jun 22, 2025?",New York,2025-06-22,between,93,94,,47.00,72.00,2025-06-21 21:01:18,88,71,NO
"Will the **high temp in Philadelphia** be 95-96° on Jun 22, 2025?",Philadelphia,2025-06-22,between,95,96,,39.00,67.00,2025-06-21 21:01:19,88,75,NO
"Will the **high temp in Austin** be 95-96° on Jun 21, 2025?",Austin,2025-06-21,between,95,96,,51.00,55.00,2025-06-20 21:01:19,95,76,YES
"Will the high temp in Chicago be 96-97° on Jun 21, 2025?",Chicago,2025-06-21,between,96,97,,43.00,58.00,2025-06-20 21:01:20,94,78,NO
