market_title,city,target_date,strike_type,market_low_temp,market_high_temp,market_single_strike,yes_ask,no_ask,state_collected_at,actual_high_temperature,actual_low_temperature,market_result
"Will the **high temp in Philadelphia** be 91-92° on Jul 16, 2025?",Philadelphia,2025-07-16,between,91,92,,31.00,70.00,2025-07-15 21:01:37,93,76,NO
"Will the **high temp in Austin** be 92-93° on Jul 15, 2025?",Austin,2025-07-15,between,92,93,,44.00,70.00,2025-07-14 21:02:12,93,74,YES
"Will the high temp in Chicago be 92-93° on Jul 15, 2025?",Chicago,2025-07-15,between,92,93,,28.00,78.00,2025-07-14 21:02:14,91,70,NO
"Will the **high temp in Denver** be 95-96° on Jul 15, 2025?",Denver,2025-07-15,between,95,96,,43.00,65.00,2025-07-14 21:02:09,95,65,YES
"Will the **high temp in LA** be 69-70° on Jul 15, 2025?",Los Angeles,2025-07-15,between,69,70,,44.00,79.00,2025-07-14 21:02:10,74,63,NO
"Will the **high temp in Miami** be 86-87° on Jul 15, 2025?",Miami,2025-07-15,between,86,87,,28.00,76.00,2025-07-14 21:02:12,88,75,NO
"Will the **high temp in NYC** be 84-85° on Jul 15, 2025?",New York,2025-07-15,between,84,85,,43.00,65.00,2025-07-14 21:02:11,86,72,NO
"Will the **high temp in Philadelphia** be 89-90° on Jul 15, 2025?",Philadelphia,2025-07-15,between,89,90,,48.00,83.00,2025-07-14 21:02:13,90,75,YES
"Will the **high temp in Austin** be 91-92° on Jul 14, 2025?",Austin,2025-07-14,between,91,92,,42.00,64.00,2025-07-13 21:01:58,93,72,NO
"Will the high temp in Chicago be 88-89° on Jul 14, 2025?",Chicago,2025-07-14,between,88,89,,44.00,77.00,2025-07-13 21:02:00,87,66,NO
"Will the **high temp in Denver** be 96-97° on Jul 14, 2025?",Denver,2025-07-14,between,96,97,,35.00,70.00,2025-07-13 21:01:56,94,68,NO
"Will the **high temp in LA** be 69-70° on Jul 14, 2025?",Los Angeles,2025-07-14,between,69,70,,29.00,76.00,2025-07-13 21:01:57,70,60,YES
"Will the **high temp in Miami** be 85-86° on Jul 14, 2025?",Miami,2025-07-14,between,85,86,,40.00,64.00,2025-07-13 21:01:59,91,74,NO
"Will the **high temp in NYC** be 82-83° on Jul 14, 2025?",New York,2025-07-14,between,82,83,,45.00,57.00,2025-07-13 21:01:57,85,73,NO
"Will the **high temp in Philadelphia** be 85-86° on Jul 14, 2025?",Philadelphia,2025-07-14,between,85,86,,38.00,89.00,2025-07-13 21:01:59,91,76,NO
"Will the **high temp in Austin** be 91-92° on Jul 13, 2025?",Austin,2025-07-13,between,91,92,,37.00,74.00,2025-07-12 21:01:32,90,72,NO
"Will the high temp in Chicago be 87-88° on Jul 13, 2025?",Chicago,2025-07-13,between,87,88,,29.00,76.00,2025-07-12 21:01:34,83,67,NO
"Will the **high temp in Denver** be 93-94° on Jul 13, 2025?",Denver,2025-07-13,between,93,94,,37.00,82.00,2025-07-12 21:01:31,92,62,NO
"Will the **high temp in LA** be 73-74° on Jul 13, 2025?",Los Angeles,2025-07-13,between,73,74,,38.00,64.00,2025-07-12 21:01:31,71,61,NO
"Will the **high temp in Miami** be >92° on Jul 13, 2025?",Miami,2025-07-13,greater,,92,,39.00,69.00,2025-07-12 21:01:33,88,79,NO
"Will the **high temp in NYC** be <82° on Jul 13, 2025?",New York,2025-07-13,less,,82,,40.00,65.00,2025-07-12 21:01:32,83,71,NO
"Will the **high temp in Philadelphia** be 86-87° on Jul 13, 2025?",Philadelphia,2025-07-13,between,86,87,,36.00,65.00,2025-07-12 21:01:33,92,75,NO
"Will the **high temp in Austin** be 90-91° on Jul 12, 2025?",Austin,2025-07-12,between,90,91,,30.00,82.00,2025-07-11 21:01:48,93,76,NO
"Will the high temp in Chicago be 88-89° on Jul 12, 2025?",Chicago,2025-07-12,between,88,89,,25.00,79.00,2025-07-11 21:01:49,87,69,NO
"Will the **high temp in Denver** be 85-86° on Jul 12, 2025?",Denver,2025-07-12,between,85,86,,31.00,71.00,2025-07-11 21:01:46,86,57,YES
"Will the **high temp in LA** be 71-72° on Jul 12, 2025?",Los Angeles,2025-07-12,between,71,72,,40.00,63.00,2025-07-11 21:01:47,75,65,NO
"Will the **high temp in Miami** be 91-92° on Jul 12, 2025?",Miami,2025-07-12,between,91,92,,34.00,70.00,2025-07-11 21:01:48,92,77,YES
"Will the **high temp in NYC** be 86-87° on Jul 12, 2025?",New York,2025-07-12,between,86,87,,31.00,82.00,2025-07-11 21:01:47,83,74,NO
"Will the **high temp in Philadelphia** be 91-92° on Jul 12, 2025?",Philadelphia,2025-07-12,between,91,92,,30.00,75.00,2025-07-11 21:01:49,91,74,YES
"Will the **high temp in Austin** be 92-93° on Jul 11, 2025?",Austin,2025-07-11,between,92,93,,38.00,63.00,2025-07-10 21:02:01,93,73,YES
"Will the high temp in Chicago be 92-93° on Jul 11, 2025?",Chicago,2025-07-11,between,92,93,,32.00,74.00,2025-07-10 21:02:04,90,69,NO
"Will the **high temp in Denver** be 88-89° on Jul 11, 2025?",Denver,2025-07-11,between,88,89,,38.00,67.00,2025-07-10 21:01:59,89,54,YES
"Will the **high temp in LA** be 72-73° on Jul 11, 2025?",Los Angeles,2025-07-11,between,72,73,,37.00,70.00,2025-07-10 21:02:00,75,63,NO
"Will the **high temp in Miami** be 87-88° on Jul 11, 2025?",Miami,2025-07-11,between,87,88,,30.00,73.00,2025-07-10 21:02:02,90,77,NO
"Will the **high temp in NYC** be 83-84° on Jul 11, 2025?",New York,2025-07-11,between,83,84,,35.00,75.00,2025-07-10 21:02:01,84,73,YES
"Will the **high temp in Philadelphia** be 91-92° on Jul 11, 2025?",Philadelphia,2025-07-11,between,91,92,,29.00,72.00,2025-07-10 21:02:03,90,73,NO
"Will the **high temp in Austin** be 93-94° on Jul 10, 2025?",Austin,2025-07-10,between,93,94,,32.00,73.00,2025-07-09 21:01:54,89,68,NO
"Will the high temp in Chicago be 86-87° on Jul 10, 2025?",Chicago,2025-07-10,between,86,87,,27.00,79.00,2025-07-09 21:01:56,85,67,NO
"Will the **high temp in Denver** be 90-91° on Jul 10, 2025?",Denver,2025-07-10,between,90,91,,33.00,71.00,2025-07-09 21:01:53,91,59,YES
"Will the **high temp in LA** be 77-78° on Jul 10, 2025?",Los Angeles,2025-07-10,between,77,78,,25.00,79.00,2025-07-09 21:01:53,75,62,NO
"Will the **high temp in Miami** be 88-89° on Jul 10, 2025?",Miami,2025-07-10,between,88,89,,44.00,62.00,2025-07-09 21:01:55,91,77,NO
"Will the **high temp in NYC** be 79-80° on Jul 10, 2025?",New York,2025-07-10,between,79,80,,30.00,74.00,2025-07-09 21:01:54,85,70,NO
"Will the **high temp in Philadelphia** be 81-82° on Jul 10, 2025?",Philadelphia,2025-07-10,between,81,82,,30.00,76.00,2025-07-09 21:01:55,86,72,NO
"Will the **high temp in Austin** be 90-91° on Jul 9, 2025?",Austin,2025-07-09,between,90,91,,42.00,75.00,2025-07-08 21:01:41,91,73,YES
"Will the high temp in Chicago be 85-86° on Jul 9, 2025?",Chicago,2025-07-09,between,85,86,,29.00,75.00,2025-07-08 21:01:44,85,70,YES
"Will the **high temp in Denver** be 101-102° on Jul 9, 2025?",Denver,2025-07-09,between,101,102,,34.00,69.00,2025-07-08 21:01:40,100,63,NO
"Will the **high temp in LA** be 73-74° on Jul 9, 2025?",Los Angeles,2025-07-09,between,73,74,,40.00,62.00,2025-07-08 21:01:40,75,63,NO
"Will the **high temp in Miami** be 89-90° on Jul 9, 2025?",Miami,2025-07-09,between,89,90,,29.00,75.00,2025-07-08 21:01:42,92,80,NO
"Will the **high temp in NYC** be 86-87° on Jul 9, 2025?",New York,2025-07-09,between,86,87,,33.00,68.00,2025-07-08 21:01:41,90,73,NO
"Will the **high temp in Philadelphia** be 88-89° on Jul 9, 2025?",Philadelphia,2025-07-09,between,88,89,,28.00,77.00,2025-07-08 21:01:43,91,75,NO
"Will the **high temp in Austin** be 89-90° on Jul 8, 2025?",Austin,2025-07-08,between,89,90,,23.00,92.00,2025-07-07 21:02:00,94,72,NO
"Will the high temp in Chicago be 89-90° on Jul 8, 2025?",Chicago,2025-07-08,between,89,90,,32.00,74.00,2025-07-07 21:02:01,84,69,NO
"Will the **high temp in Denver** be 96-97° on Jul 8, 2025?",Denver,2025-07-08,between,96,97,,31.00,70.00,2025-07-07 21:01:58,96,59,YES
"Will the **high temp in LA** be 75-76° on Jul 8, 2025?",Los Angeles,2025-07-08,between,75,76,,38.00,65.00,2025-07-07 21:01:59,73,62,NO
"Will the **high temp in Miami** be 89-90° on Jul 8, 2025?",Miami,2025-07-08,between,89,90,,37.00,65.00,2025-07-07 21:02:00,92,79,NO
"Will the **high temp in NYC** be 90-91° on Jul 8, 2025?",New York,2025-07-08,between,90,91,,34.00,69.00,2025-07-07 21:01:59,93,77,NO
"Will the **high temp in Philadelphia** be 92-93° on Jul 8, 2025?",Philadelphia,2025-07-08,between,92,93,,38.00,65.00,2025-07-07 21:02:01,96,74,NO
"Will the **high temp in Austin** be 92-93° on Jul 7, 2025?",Austin,2025-07-07,between,92,93,,43.00,65.00,2025-07-06 21:01:33,91,76,NO
"Will the high temp in Chicago be 79-80° on Jul 7, 2025?",Chicago,2025-07-07,between,79,80,,36.00,69.00,2025-07-06 21:01:35,83,65,NO
"Will the **high temp in Denver** be 90-91° on Jul 7, 2025?",Denver,2025-07-07,between,90,91,,35.00,70.00,2025-07-06 21:01:32,92,56,NO
"Will the **high temp in LA** be 73-74° on Jul 7, 2025?",Los Angeles,2025-07-07,between,73,74,,36.00,68.00,2025-07-06 21:01:32,72,62,NO
"Will the **high temp in Miami** be 89-90° on Jul 7, 2025?",Miami,2025-07-07,between,89,90,,47.00,59.00,2025-07-06 21:01:34,92,76,NO
"Will the **high temp in NYC** be 83-84° on Jul 7, 2025?",New York,2025-07-07,between,83,84,,37.00,65.00,2025-07-06 21:01:33,87,76,NO
"Will the **high temp in Philadelphia** be 84-85° on Jul 7, 2025?",Philadelphia,2025-07-07,between,84,85,,29.00,74.00,2025-07-06 21:01:34,91,76,NO
"Will the **high temp in Austin** be 87-88° on Jul 6, 2025?",Austin,2025-07-06,between,87,88,,25.00,78.00,2025-07-05 21:01:17,91,72,NO
"Will the high temp in Chicago be 86-87° on Jul 6, 2025?",Chicago,2025-07-06,between,86,87,,29.00,76.00,2025-07-05 21:01:18,91,70,NO
"Will the **high temp in Denver** be 92-93° on Jul 6, 2025?",Denver,2025-07-06,between,92,93,,27.00,75.00,2025-07-05 21:01:15,91,59,NO
"Will the **high temp in LA** be 74-75° on Jul 6, 2025?",Los Angeles,2025-07-06,between,74,75,,40.00,64.00,2025-07-05 21:01:16,71,61,NO
"Will the **high temp in Miami** be 92-93° on Jul 6, 2025?",Miami,2025-07-06,between,92,93,,24.00,80.00,2025-07-05 21:01:17,88,75,NO
"Will the **high temp in NYC** be 86-87° on Jul 6, 2025?",New York,2025-07-06,between,86,87,,21.00,80.00,2025-07-05 21:01:16,87,72,YES
"Will the **high temp in Philadelphia** be 88-89° on Jul 6, 2025?",Philadelphia,2025-07-06,between,88,89,,30.00,75.00,2025-07-05 21:01:18,90,71,NO
"Will the **high temp in Austin** be 89-90° on Jul 5, 2025?",Austin,2025-07-05,between,89,90,,5.00,99.00,2025-07-04 21:01:49,83,74,NO
"Will the high temp in Chicago be 93-94° on Jul 5, 2025?",Chicago,2025-07-05,between,93,94,,31.00,74.00,2025-07-04 21:01:51,94,76,YES
"Will the **high temp in Denver** be 92-93° on Jul 5, 2025?",Denver,2025-07-05,between,92,93,,29.00,77.00,2025-07-04 21:01:48,92,60,YES
"Will the **high temp in LA** be 72-73° on Jul 5, 2025?",Los Angeles,2025-07-05,between,72,73,,33.00,73.00,2025-07-04 21:01:48,73,63,YES
"Will the **high temp in Miami** be 89-90° on Jul 5, 2025?",Miami,2025-07-05,between,89,90,,36.00,69.00,2025-07-04 21:01:50,89,76,YES
"Will the **high temp in NYC** be 86-87° on Jul 5, 2025?",New York,2025-07-05,between,86,87,,30.00,74.00,2025-07-04 21:01:49,84,68,NO
"Will the **high temp in Philadelphia** be 89-90° on Jul 5, 2025?",Philadelphia,2025-07-05,between,89,90,,34.00,72.00,2025-07-04 21:01:50,88,66,NO
"Will the **high temp in Austin** be 88-89° on Jul 4, 2025?",Austin,2025-07-04,between,88,89,,34.00,80.00,2025-07-03 21:01:18,84,77,NO
"Will the high temp in Chicago be 92-93° on Jul 4, 2025?",Chicago,2025-07-04,between,92,93,,28.00,78.00,2025-07-03 21:01:20,92,74,YES
"Will the **high temp in Denver** be 86-87° on Jul 4, 2025?",Denver,2025-07-04,between,86,87,,37.00,67.00,2025-07-03 21:01:17,87,65,YES
"Will the **high temp in LA** be 75-76° on Jul 4, 2025?",Los Angeles,2025-07-04,between,75,76,,34.00,72.00,2025-07-03 21:01:17,74,62,NO
"Will the **high temp in Miami** be 89-90° on Jul 4, 2025?",Miami,2025-07-04,between,89,90,,28.00,78.00,2025-07-03 21:01:19,86,74,NO
"Will the **high temp in NYC** be 82-83° on Jul 4, 2025?",New York,2025-07-04,between,82,83,,39.00,66.00,2025-07-03 21:01:18,83,67,YES
"Will the **high temp in Philadelphia** be 87-88° on Jul 4, 2025?",Philadelphia,2025-07-04,between,87,88,,34.00,71.00,2025-07-03 21:01:19,89,68,NO
"Will the **high temp in Austin** be 87-88° on Jul 3, 2025?",Austin,2025-07-03,between,87,88,,30.00,71.00,2025-07-02 21:01:41,87,77,YES
"Will the high temp in Chicago be 89-90° on Jul 3, 2025?",Chicago,2025-07-03,between,89,90,,25.00,81.00,2025-07-02 21:01:43,95,72,NO
"Will the **high temp in Denver** be >93° on Jul 3, 2025?",Denver,2025-07-03,greater,,93,,32.00,75.00,2025-07-02 21:01:40,93,57,NO
"Will the **high temp in LA** be 69-70° on Jul 3, 2025?",Los Angeles,2025-07-03,between,69,70,,33.00,68.00,2025-07-02 21:01:40,73,63,NO
"Will the **high temp in Miami** be 89-90° on Jul 3, 2025?",Miami,2025-07-03,between,89,90,,40.00,64.00,2025-07-02 21:01:42,87,75,NO
"Will the **high temp in NYC** be 89-90° on Jul 3, 2025?",New York,2025-07-03,between,89,90,,39.00,64.00,2025-07-02 21:01:41,88,72,NO
"Will the **high temp in Philadelphia** be 88-89° on Jul 3, 2025?",Philadelphia,2025-07-03,between,88,89,,32.00,73.00,2025-07-02 21:01:42,92,75,NO
"Will the **high temp in Austin** be 95-96° on Jul 2, 2025?",Austin,2025-07-02,between,95,96,,35.00,73.00,2025-07-01 21:01:28,94,73,NO
"Will the high temp in Chicago be 92-93° on Jul 2, 2025?",Chicago,2025-07-02,between,92,93,,26.00,79.00,2025-07-01 21:01:30,91,71,NO
"Will the **high temp in Denver** be 95-96° on Jul 2, 2025?",Denver,2025-07-02,between,95,96,,38.00,65.00,2025-07-01 21:01:27,92,56,NO
"Will the **high temp in LA** be 68-69° on Jul 2, 2025?",Los Angeles,2025-07-02,between,68,69,,32.00,69.00,2025-07-01 21:01:27,70,60,NO
"Will the **high temp in Miami** be 90-91° on Jul 2, 2025?",Miami,2025-07-02,between,90,91,,28.00,73.00,2025-07-01 21:01:29,89,76,NO
"Will the **high temp in NYC** be 85-86° on Jul 2, 2025?",New York,2025-07-02,between,85,86,,24.00,80.00,2025-07-01 21:01:28,84,71,NO
"Will the **high temp in Philadelphia** be 81-82° on Jul 2, 2025?",Philadelphia,2025-07-02,between,81,82,,30.00,91.00,2025-07-01 21:01:29,87,72,NO
"Will the **high temp in Austin** be 97-98° on Jul 1, 2025?",Austin,2025-07-01,between,97,98,,37.00,68.00,2025-06-30 21:01:38,93,71,NO
"Will the high temp in Chicago be 84-85° on Jul 1, 2025?",Chicago,2025-07-01,between,84,85,,27.00,78.00,2025-06-30 21:01:40,87,70,NO
"Will the **high temp in Denver** be >92° on Jul 1, 2025?",Denver,2025-07-01,greater,,92,,38.00,66.00,2025-06-30 21:01:37,93,58,NO
"Will the **high temp in LA** be 69-70° on Jul 1, 2025?",Los Angeles,2025-07-01,between,69,70,,37.00,68.00,2025-06-30 21:01:37,70,61,YES
"Will the **high temp in Miami** be 90-91° on Jul 1, 2025?",Miami,2025-07-01,between,90,91,,33.00,70.00,2025-06-30 21:01:39,89,75,NO
"Will the **high temp in NYC** be 86-87° on Jul 1, 2025?",New York,2025-07-01,between,86,87,,36.00,65.00,2025-06-30 21:01:38,89,73,NO
"Will the **high temp in Philadelphia** be 88-89° on Jul 1, 2025?",Philadelphia,2025-07-01,between,88,89,,32.00,71.00,2025-06-30 21:01:39,93,74,NO
"Will the **high temp in Austin** be 96-97° on Jun 30, 2025?",Austin,2025-06-30,between,96,97,,33.00,73.00,2025-06-29 21:01:11,86,72,NO
"Will the high temp in Chicago be 90-91° on Jun 30, 2025?",Chicago,2025-06-30,between,90,91,,27.00,74.00,2025-06-29 21:01:13,90,74,YES
"Will the **high temp in Denver** be 80-81° on Jun 30, 2025?",Denver,2025-06-30,between,80,81,,37.00,68.00,2025-06-29 21:01:10,81,57,YES
"Will the **high temp in LA** be 73-74° on Jun 30, 2025?",Los Angeles,2025-06-30,between,73,74,,39.00,65.00,2025-06-29 21:01:10,72,62,NO
"Will the **high temp in Miami** be 88-89° on Jun 30, 2025?",Miami,2025-06-30,between,88,89,,41.00,65.00,2025-06-29 21:01:12,91,76,NO
"Will the **high temp in NYC** be 86-87° on Jun 30, 2025?",New York,2025-06-30,between,86,87,,35.00,67.00,2025-06-29 21:01:11,90,71,NO
"Will the **high temp in Philadelphia** be 90-91° on Jun 30, 2025?",Philadelphia,2025-06-30,between,90,91,,27.00,75.00,2025-06-29 21:01:12,94,76,NO
"Will the **high temp in Austin** be 96-97° on Jun 29, 2025?",Austin,2025-06-29,between,96,97,,23.00,81.00,2025-06-28 21:01:09,96,71,YES
"Will the high temp in Chicago be 93-94° on Jun 29, 2025?",Chicago,2025-06-29,between,93,94,,27.00,76.00,2025-06-28 21:01:10,94,73,YES
"Will the **high temp in Denver** be 84-85° on Jun 29, 2025?",Denver,2025-06-29,between,84,85,,32.00,71.00,2025-06-28 21:01:08,85,59,YES
"Will the **high temp in LA** be 71-72° on Jun 29, 2025?",Los Angeles,2025-06-29,between,71,72,,27.00,78.00,2025-06-28 21:01:08,71,61,YES
"Will the **high temp in Miami** be 88-89° on Jun 29, 2025?",Miami,2025-06-29,between,88,89,,44.00,57.00,2025-06-28 21:01:10,90,77,NO
"Will the **high temp in NYC** be 90-91° on Jun 29, 2025?",New York,2025-06-29,between,90,91,,28.00,73.00,2025-06-28 21:01:09,89,77,NO
"Will the **high temp in Philadelphia** be 89-90° on Jun 29, 2025?",Philadelphia,2025-06-29,between,89,90,,29.00,74.00,2025-06-28 21:01:10,93,76,NO
"Will the **high temp in Austin** be 93-94° on Jun 28, 2025?",Austin,2025-06-28,between,93,94,,28.00,77.00,2025-06-27 21:01:03,95,73,NO
"Will the high temp in Chicago be 85-86° on Jun 28, 2025?",Chicago,2025-06-28,between,85,86,,30.00,72.00,2025-06-27 21:01:05,90,68,NO
"Will the **high temp in Denver** be 95-96° on Jun 28, 2025?",Denver,2025-06-28,between,95,96,,31.00,72.00,2025-06-27 21:01:02,95,58,YES
"Will the **high temp in LA** be 75-76° on Jun 28, 2025?",Los Angeles,2025-06-28,between,75,76,,26.00,81.00,2025-06-27 21:01:02,74,62,NO
"Will the **high temp in Miami** be 91-92° on Jun 28, 2025?",Miami,2025-06-28,between,91,92,,30.00,76.00,2025-06-27 21:01:04,90,81,NO
"Will the **high temp in NYC** be 84-85° on Jun 28, 2025?",New York,2025-06-28,between,84,85,,38.00,66.00,2025-06-27 21:01:03,83,63,NO
"Will the **high temp in Philadelphia** be 87-88° on Jun 28, 2025?",Philadelphia,2025-06-28,between,87,88,,37.00,68.00,2025-06-27 21:01:04,88,64,YES
"Will the **high temp in Austin** be 96-97° on Jun 27, 2025?",Austin,2025-06-27,between,96,97,,37.00,65.00,2025-06-26 21:01:11,95,71,NO
"Will the high temp in Chicago be 86-87° on Jun 27, 2025?",Chicago,2025-06-27,between,86,87,,34.00,69.00,2025-06-26 21:01:12,91,77,NO
"Will the **high temp in Denver** be 89-90° on Jun 27, 2025?",Denver,2025-06-27,between,89,90,,31.00,70.00,2025-06-26 21:01:09,92,64,NO
"Will the **high temp in LA** be 71-72° on Jun 27, 2025?",Los Angeles,2025-06-27,between,71,72,,33.00,72.00,2025-06-26 21:01:10,73,63,NO
"Will the **high temp in Miami** be 88-89° on Jun 27, 2025?",Miami,2025-06-27,between,88,89,,32.00,73.00,2025-06-26 21:01:11,90,80,NO
"Will the **high temp in NYC** be 73-74° on Jun 27, 2025?",New York,2025-06-27,between,73,74,,33.00,73.00,2025-06-26 21:01:10,72,62,NO
"Will the **high temp in Philadelphia** be 74-75° on Jun 27, 2025?",Philadelphia,2025-06-27,between,74,75,,35.00,72.00,2025-06-26 21:01:12,74,64,YES
"Will the **high temp in Austin** be 90-91° on Jun 26, 2025?",Austin,2025-06-26,between,90,91,,36.00,69.00,2025-06-25 21:01:07,94,73,NO
"Will the high temp in Chicago be 94-95° on Jun 26, 2025?",Chicago,2025-06-26,between,94,95,,36.00,69.00,2025-06-25 21:01:08,94,75,YES
"Will the **high temp in Denver** be 84-85° on Jun 26, 2025?",Denver,2025-06-26,between,84,85,,33.00,70.00,2025-06-25 21:01:05,87,54,NO
"Will the **high temp in LA** be 70-71° on Jun 26, 2025?",Los Angeles,2025-06-26,between,70,71,,29.00,76.00,2025-06-25 21:01:06,72,62,NO
"Will the **high temp in Miami** be 86-87° on Jun 26, 2025?",Miami,2025-06-26,between,86,87,,40.00,66.00,2025-06-25 21:01:07,86,77,YES
"Will the **high temp in NYC** be 83-84° on Jun 26, 2025?",New York,2025-06-26,between,83,84,,30.00,76.00,2025-06-25 21:01:06,89,67,NO
"Will the **high temp in Philadelphia** be 87-88° on Jun 26, 2025?",Philadelphia,2025-06-26,between,87,88,,34.00,71.00,2025-06-25 21:01:08,92,75,NO
"Will the **high temp in Austin** be 93-94° on Jun 25, 2025?",Austin,2025-06-25,between,93,94,,36.00,68.00,2025-06-24 21:01:13,94,71,YES
"Will the high temp in Chicago be 85-86° on Jun 25, 2025?",Chicago,2025-06-25,between,85,86,,27.00,76.00,2025-06-24 21:01:14,89,71,NO
"Will the **high temp in Denver** be 79-80° on Jun 25, 2025?",Denver,2025-06-25,between,79,80,,34.00,72.00,2025-06-24 21:01:12,77,56,NO
"Will the **high temp in LA** be 72-73° on Jun 25, 2025?",Los Angeles,2025-06-25,between,72,73,,36.00,65.00,2025-06-24 21:01:12,72,62,YES
"Will the **high temp in Miami** be 87-88° on Jun 25, 2025?",Miami,2025-06-25,between,87,88,,31.00,73.00,2025-06-24 21:01:13,88,74,YES
"Will the **high temp in NYC** be 96-97° on Jun 25, 2025?",New York,2025-06-25,between,96,97,,38.00,68.00,2025-06-24 21:01:12,96,81,YES
"Will the **high temp in Philadelphia** be 98-99° on Jun 25, 2025?",Philadelphia,2025-06-25,between,98,99,,37.00,67.00,2025-06-24 21:01:14,99,80,YES
"Will the **high temp in Austin** be 93-94° on Jun 24, 2025?",Austin,2025-06-24,between,93,94,,38.00,64.00,2025-06-23 21:01:12,95,70,NO
"Will the high temp in Chicago be 93-94° on Jun 24, 2025?",Chicago,2025-06-24,between,93,94,,26.00,75.00,2025-06-23 21:01:13,94,77,YES
"Will the **high temp in Denver** be 78-79° on Jun 24, 2025?",Denver,2025-06-24,between,78,79,,33.00,71.00,2025-06-23 21:01:10,80,58,NO
"Will the **high temp in LA** be 72-73° on Jun 24, 2025?",Los Angeles,2025-06-24,between,72,73,,33.00,70.00,2025-06-23 21:01:11,69,63,NO
"Will the **high temp in Miami** be 91-92° on Jun 24, 2025?",Miami,2025-06-24,between,91,92,,16.00,89.00,2025-06-23 21:01:12,91,74,YES
"Will the **high temp in NYC** be 98-99° on Jun 24, 2025?",New York,2025-06-24,between,98,99,,39.00,65.00,2025-06-23 21:01:11,99,81,YES
"Will the **high temp in Philadelphia** be 101-102° on Jun 24, 2025?",Philadelphia,2025-06-24,between,101,102,,42.00,64.00,2025-06-23 21:01:13,101,80,YES
"Will the **high temp in Austin** be 94-95° on Jun 23, 2025?",Austin,2025-06-23,between,94,95,,42.00,67.00,2025-06-22 21:01:09,97,76,NO
"Will the high temp in Chicago be 99-100° on Jun 23, 2025?",Chicago,2025-06-23,between,99,100,,26.00,79.00,2025-06-22 21:01:11,95,79,NO
